OBJECTID,observation_id,taxon_id,taxon_category_name,observer_id,observed_on,observed_on_month,observed_on_year,modified_on,quality_grade,latitude,longitude,uncertainty_m,taxon_genus_name,taxon_species_name,taxon_infraspecific_name,scientific_name,common_name,reference_url,SHAPE,long,lat,center_x,center_y,taxon_class_name_x,taxon_class_name_y
1031332,295317172,57824,Plantae,rupertclayton,2025-07-04T17:51:35-07:00,7,2025,2025-09-04T15:43:29+00:00,research,38.0745770997,-122.9149776997,,Sambucus,racemosa,,Sambucus racemosa,red elderberry,https://www.inaturalist.org/observations/295317172,"{'x': -122.91497769999995, 'y': 38.074577100000056, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.91497769999995,38.074577100000056,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
1638932,295504985,9981,Aves,paulgbarnett,2025-07-03T12:08:00-07:00,7,2025,2025-09-29T20:19:37+00:00,research,38.064116495,-122.9486522017,,Passerculus,sandwichensis,,Passerculus sandwichensis,Savannah Sparrow,https://www.inaturalist.org/observations/295504985,"{'x': -122.94865220199995, 'y': 38.064116495000064, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.94865220199995,38.064116495000064,-122.90530061399994,38.027592301000055,Aves,Aves
1639317,295505003,11901,Aves,paulgbarnett,2025-07-03T13:06:00-07:00,7,2025,2025-07-06T06:43:14+00:00,research,38.0662552733,-122.948966325,,Hirundo,rustica,,Hirundo rustica,Barn Swallow,https://www.inaturalist.org/observations/295505003,"{'x': -122.94896632499996, 'y': 38.066255273000024, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.94896632499996,38.066255273000024,-122.90530061399994,38.027592301000055,Aves,Aves
339554,126525617,204580,Other,davisprovan,2022-07-14T07:59:00-07:00,7,2022,2022-07-16T23:38:39+00:00,research,38.0218083333,-122.97085,,Metacarcinus,anthonyi,,Metacarcinus anthonyi,Yellow Rock Crab,https://www.inaturalist.org/observations/126525617,"{'x': -122.97084999999998, 'y': 38.021808333000024, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97084999999998,38.021808333000024,-122.90530061399994,38.027592301000055,Malacostraca,Malacostraca
327421,126523696,63697,Other,davisprovan,2022-07-14T07:59:00-07:00,7,2022,2022-07-16T23:38:16+00:00,research,38.0218083333,-122.97085,,Metacarcinus,magister,,Metacarcinus magister,Dungeness Crab,https://www.inaturalist.org/observations/126523696,"{'x': -122.97084999999998, 'y': 38.021808333000024, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97084999999998,38.021808333000024,-122.90530061399994,38.027592301000055,Malacostraca,Malacostraca
1207147,42526070,53328,Plantae,ginafarr,2020-04-18T16:48:05-07:00,4,2020,2020-04-21T05:10:55+00:00,research,38.06687217,-122.95159839,3,Viola,adunca,,Viola adunca,hookedspur violet,https://www.inaturalist.org/observations/42526070,"{'x': -122.95159838999996, 'y': 38.06687217000007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95159838999996,38.06687217000007,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
2474237,84972085,50878,Plantae,hellovader,2021-06-26T06:55:00-07:00,6,2021,2021-12-24T17:19:00+00:00,research,38.0197690466,-122.8619892845,245,Erigeron,glaucus,,Erigeron glaucus,seaside daisy,https://www.inaturalist.org/observations/84972085,"{'x': -122.86198928499999, 'y': 38.01976904700007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.86198928499999,38.01976904700007,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
1129018,346109,3864,Aves,loarie,2013-07-14T03:23:33-07:00,7,2013,2018-04-06T20:16:29+00:00,research,38.081752,-122.932463,330,Calidris,minutilla,,Calidris minutilla,Least Sandpiper,https://www.inaturalist.org/observations/346109,"{'x': -122.93246299999998, 'y': 38.08175200000005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.93246299999998,38.08175200000005,-122.90530061399994,38.027592301000055,Aves,Aves
1297846,387266,43112,Mammalia,toddplummer,2013-09-01T10:53:49-07:00,9,2013,2020-11-06T14:49:41+00:00,research,38.013873,-122.974892,3505,Sylvilagus,bachmani,,Sylvilagus bachmani,Brush Rabbit,https://www.inaturalist.org/observations/387266,"{'x': -122.97489199999995, 'y': 38.013873000000046, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97489199999995,38.013873000000046,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
398731,84398015,3941,Aves,helmwige,2013-12-30T14:40:00-08:00,12,2013,2021-06-25T12:47:10+00:00,research,38.0825977452,-122.9324068128,4,Arenaria,melanocephala,,Arenaria melanocephala,Black Turnstone,https://www.inaturalist.org/observations/84398015,"{'x': -122.93240681299994, 'y': 38.082597745000044, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.93240681299994,38.082597745000044,-122.90530061399994,38.027592301000055,Aves,Aves
1318887,211256992,50647,Plantae,alleneli,2024-04-27T15:32:21-07:00,4,2024,2024-04-29T01:53:57+00:00,research,37.9902530086,-122.9653448984,31,Nemophila,menziesii,atomaria,Nemophila menziesii atomaria,white baby blue eyes,https://www.inaturalist.org/observations/211256992,"{'x': -122.96534489799996, 'y': 37.99025300900007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96534489799996,37.99025300900007,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
441098,148597,1289607,Aves,edwardrooks,2012-11-10T16:21:31-08:00,11,2012,2022-05-15T03:43:59+00:00,research,37.9900971863,-122.96526607,,Urile,penicillatus,,Urile penicillatus,Townsend's Cormorant,https://www.inaturalist.org/observations/148597,"{'x': -122.96526606999998, 'y': 37.99009718600007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96526606999998,37.99009718600007,-122.90530061399994,38.027592301000055,Aves,Aves
3199844,85058175,63939,Plantae,nancyfox,2021-06-28T10:17:00-07:00,6,2021,2021-06-30T05:52:26+00:00,research,38.0739634,-122.9516191,2216,Maianthemum,dilatatum,,Maianthemum dilatatum,false lily of the valley,https://www.inaturalist.org/observations/85058175,"{'x': -122.95161909999996, 'y': 38.073963400000025, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95161909999996,38.073963400000025,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
2287861,673057,50840,Plantae,dgreenberger,2014-05-11T11:35:02-07:00,5,2014,2014-10-19T01:48:09+00:00,research,37.9905776978,-122.9657058716,,Calochortus,tolmiei,,Calochortus tolmiei,Tolmie's pussy ears,https://www.inaturalist.org/observations/673057,"{'x': -122.96570587199994, 'y': 37.99057769800004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96570587199994,37.99057769800004,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
2312562,253601086,69925,Mollusca,mjm_oak,2024-11-29T16:34:22-08:00,11,2024,2025-04-13T12:50:20+00:00,research,38.0158388833,-122.9760966667,5,Clinocardium,nuttallii,,Clinocardium nuttallii,Nuttall's Cockle,https://www.inaturalist.org/observations/253601086,"{'x': -122.97609666699998, 'y': 38.01583888300007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97609666699998,38.01583888300007,-122.90530061399994,38.027592301000055,Bivalvia,Bivalvia
1321545,211255954,50876,Plantae,alleneli,2024-04-27T15:19:54-07:00,4,2024,2025-12-06T20:03:54+00:00,research,37.9904250262,-122.9657207429,22,Layia,platyglossa,,Layia platyglossa,tidy tips,https://www.inaturalist.org/observations/211255954,"{'x': -122.96572074299996, 'y': 37.990425026000025, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96572074299996,37.990425026000025,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
1024012,211118949,4328,Aves,paulgbarnett,2024-04-25T12:37:00-07:00,4,2024,2024-04-28T21:20:08+00:00,research,37.9903496433,-122.9657048283,,Pelecanus,occidentalis,,Pelecanus occidentalis,Brown Pelican,https://www.inaturalist.org/observations/211118949,"{'x': -122.96570482799996, 'y': 37.99034964300006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96570482799996,37.99034964300006,-122.90530061399994,38.027592301000055,Aves,Aves
2507679,746806,60954,Plantae,toddplummer,2014-06-17T16:15:10-07:00,6,2014,2014-10-19T03:02:28+00:00,research,38.06323,-122.963362,768,Cirsium,quercetorum,,Cirsium quercetorum,Alameda thistle,https://www.inaturalist.org/observations/746806,"{'x': -122.96336199999996, 'y': 38.06323000000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96336199999996,38.06323000000003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
1023762,211118938,50987,Plantae,paulgbarnett,2024-04-25T12:33:00-07:00,4,2024,2024-05-06T18:55:38+00:00,research,37.9905065667,-122.96591278,,Lasthenia,californica,,Lasthenia californica,California goldfields,https://www.inaturalist.org/observations/211118938,"{'x': -122.96591277999994, 'y': 37.99050656700007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96591277999994,37.99050656700007,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
1297982,211243493,50878,Plantae,alleneli,2024-04-27T15:12:10-07:00,4,2024,2024-05-01T14:15:38+00:00,research,37.9905814536,-122.9660124332,131,Erigeron,glaucus,,Erigeron glaucus,seaside daisy,https://www.inaturalist.org/observations/211243493,"{'x': -122.96601243299995, 'y': 37.99058145400005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96601243299995,37.99058145400005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
441030,148596,4647,Aves,edwardrooks,2012-11-10T16:36:14-08:00,11,2012,2023-07-06T15:17:33+00:00,research,37.9908750955,-122.9663389536,24983,Falco,peregrinus,,Falco peregrinus,Peregrine Falcon,https://www.inaturalist.org/observations/148596,"{'x': -122.96633895399998, 'y': 37.990875095000035, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96633895399998,37.990875095000035,-122.90530061399994,38.027592301000055,Aves,Aves
2744410,1254249,77069,Plantae,leslie_flint,2015-02-21T00:00:00+00:00,2,2015,2025-01-30T23:45:51+00:00,research,37.992007,-122.967237,1674,Erysimum,concinnum,,Erysimum concinnum,headland wallflower,https://www.inaturalist.org/observations/1254249,"{'x': -122.96723699999995, 'y': 37.99200700000006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96723699999995,37.99200700000006,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
2754588,1277233,50840,Plantae,amen2stamens,2015-03-06T12:34:34-08:00,3,2015,2015-03-11T06:45:21+00:00,research,37.9915416667,-122.9669283333,,Calochortus,tolmiei,,Calochortus tolmiei,Tolmie's pussy ears,https://www.inaturalist.org/observations/1277233,"{'x': -122.96692833299994, 'y': 37.991541667000035, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96692833299994,37.991541667000035,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
719998,231635,4647,Aves,yasingi,2013-03-28T00:00:00+00:00,3,2013,2025-01-02T22:58:42+00:00,research,37.990652427,-122.9663980007,,Falco,peregrinus,,Falco peregrinus,Peregrine Falcon,https://www.inaturalist.org/observations/231635,"{'x': -122.96639800099996, 'y': 37.99065242700004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96639800099996,37.99065242700004,-122.90530061399994,38.027592301000055,Aves,Aves
2212703,657131,50840,Plantae,robberfly,2014-05-03T18:40:03-07:00,5,2014,2025-01-02T06:23:06+00:00,research,37.9912866667,-122.96688,,Calochortus,tolmiei,,Calochortus tolmiei,Tolmie's pussy ears,https://www.inaturalist.org/observations/657131,"{'x': -122.96687999999995, 'y': 37.991286667000054, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96687999999995,37.991286667000054,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
7060,295001286,48830,Other,jnegreann,2017-02-21T19:16:48-08:00,2,2017,2025-07-04T16:12:00+00:00,research,37.9935874974,-122.9683978411,174,Patiria,miniata,,Patiria miniata,Bat Star,https://www.inaturalist.org/observations/295001286,"{'x': -122.96839784099996, 'y': 37.99358749700008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96839784099996,37.99358749700008,-122.90530061399994,38.027592301000055,Asteroidea,Asteroidea
701563,224872,56987,Plantae,kueda,2013-03-28T15:44:44-07:00,3,2013,2020-07-29T22:27:59+00:00,research,37.991436,-122.967008,47,Wyethia,angustifolia,,Wyethia angustifolia,narrowleaf mule-ears,https://www.inaturalist.org/observations/224872,"{'x': -122.96700799999996, 'y': 37.99143600000008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96700799999996,37.99143600000008,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
1023512,211118908,67809,Plantae,paulgbarnett,2024-04-25T12:26:00-07:00,4,2024,2024-05-06T18:55:41+00:00,research,37.991401725,-122.9670185733,,Castilleja,wightii,,Castilleja wightii,Wight's Paintbrush,https://www.inaturalist.org/observations/211118908,"{'x': -122.96701857299996, 'y': 37.99140172500006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96701857299996,37.99140172500006,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
1023511,211118906,50878,Plantae,paulgbarnett,2024-04-25T12:25:00-07:00,4,2024,2024-05-06T18:55:42+00:00,research,37.9914142233,-122.967035235,,Erigeron,glaucus,,Erigeron glaucus,seaside daisy,https://www.inaturalist.org/observations/211118906,"{'x': -122.96703523499997, 'y': 37.99141422300005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.96703523499997,37.99141422300005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
1129236,346134,58168,Plantae,loarie,2013-07-14T03:25:15-07:00,7,2013,2018-07-09T13:18:44+00:00,research,38.083268,-122.934179,330,Frankenia,salina,,Frankenia salina,alkali seaheath,https://www.inaturalist.org/observations/346134,"{'x': -122.93417899999997, 'y': 38.08326800000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.93417899999997,38.08326800000003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
2472801,84973175,120499,Other,hellovader,2021-06-25T16:23:14-07:00,6,2021,2021-07-01T04:03:27+00:00,research,38.0168674777,-122.8570396725,76,Nereocystis,luetkeana,,Nereocystis luetkeana,Bull Kelp,https://www.inaturalist.org/observations/84973175,"{'x': -122.85703967199998, 'y': 38.01686747800005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85703967199998,38.01686747800005,-122.90530061399994,38.027592301000055,Phaeophyceae,Phaeophyceae
1304115,84648174,60738,Plantae,norikonbu,2021-06-26T12:00:37-07:00,6,2021,2022-12-23T21:50:53+00:00,research,38.074825,-122.9520416667,4,Castilleja,ambigua,,Castilleja ambigua,Johnny-nip,https://www.inaturalist.org/observations/84648174,"{'x': -122.95204166699995, 'y': 38.07482500000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95204166699995,38.07482500000003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
523422,126580528,55517,Insecta,lenaz,2022-07-16T09:53:13-07:00,7,2022,2022-07-23T17:42:04+00:00,research,38.0224463472,-122.8560013548,8,Gnorimoschema,baccharisella,,Gnorimoschema baccharisella,Coyote Brush Stem Gall Moth,https://www.inaturalist.org/observations/126580528,"{'x': -122.85600135499999, 'y': 38.02244634700003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85600135499999,38.02244634700003,-122.90530061399994,38.027592301000055,Insecta,Insecta
546268,126580624,53088,Plantae,lenaz,2022-07-16T09:58:21-07:00,7,2022,2025-04-04T09:20:32+00:00,research,38.0214541208,-122.8559708379,48,Pseudognaphalium,ramosissimum,,Pseudognaphalium ramosissimum,pink everlasting,https://www.inaturalist.org/observations/126580624,"{'x': -122.85597083799996, 'y': 38.02145412100003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85597083799996,38.02145412100003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
2774743,1344455,979757,Aves,direbecca,2015-03-26T00:00:00+00:00,3,2015,2023-07-08T11:36:54+00:00,research,38.0126404175,-122.8568334857,28300,Leiothlypis,celata,,Leiothlypis celata,Orange-crowned Warbler,https://www.inaturalist.org/observations/1344455,"{'x': -122.85683348599997, 'y': 38.01264041700006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85683348599997,38.01264041700006,-122.90530061399994,38.027592301000055,Aves,Aves
523039,126580470,8010,Aves,lenaz,2022-07-16T09:49:42-07:00,7,2022,2025-11-18T04:50:20+00:00,research,38.0230021299,-122.8551300379,24,Corvus,corax,,Corvus corax,Common Raven,https://www.inaturalist.org/observations/126580470,"{'x': -122.85513003799997, 'y': 38.023002130000066, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85513003799997,38.023002130000066,-122.90530061399994,38.027592301000055,Aves,Aves
817465,253142807,771876,Plantae,elliereiff,2024-11-09T12:35:20-08:00,11,2024,2025-04-13T03:13:42+00:00,research,38.0163333333,-122.8553916667,3,Erythranthe,grandis,,Erythranthe grandis,magnificent seep monkeyflower,https://www.inaturalist.org/observations/253142807,"{'x': -122.85539166699999, 'y': 38.016333333000034, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85539166699999,38.016333333000034,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
2468590,84972804,43112,Mammalia,hellovader,2021-06-16T18:55:07-07:00,6,2021,2022-09-05T15:12:52+00:00,research,38.0186103767,-122.8544349084,120,Sylvilagus,bachmani,,Sylvilagus bachmani,Brush Rabbit,https://www.inaturalist.org/observations/84972804,"{'x': -122.85443490799997, 'y': 38.01861037700007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85443490799997,38.01861037700007,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
1286667,211235046,61010,Plantae,alleneli,2024-04-27T14:59:36-07:00,4,2024,2024-04-29T03:06:19+00:00,research,37.9926485358,-122.9708880186,441,Lupinus,arboreus,,Lupinus arboreus,yellow bush lupine,https://www.inaturalist.org/observations/211235046,"{'x': -122.97088801899997, 'y': 37.99264853600005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97088801899997,37.99264853600005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
2560155,847040,9100,Aves,tigerhawkvok,2014-08-22T11:04:40-07:00,8,2014,2016-06-23T14:32:03+00:00,research,38.017478,-122.854459,7,Melospiza,melodia,,Melospiza melodia,Song Sparrow,https://www.inaturalist.org/observations/847040,"{'x': -122.85445899999996, 'y': 38.01747800000004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85445899999996,38.01747800000004,-122.90530061399994,38.027592301000055,Aves,Aves
2214825,646152,52173,Plantae,metsa,2014-04-27T00:00:00+00:00,4,2014,2018-11-16T02:32:58+00:00,research,37.991807,-122.970743,374,Ranunculus,californicus,,Ranunculus californicus,California buttercup,https://www.inaturalist.org/observations/646152,"{'x': -122.97074299999997, 'y': 37.99180700000005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97074299999997,37.99180700000005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
